"","primer_nommbre","id","ID","id_publico","habilitado","borrado","cod_oficiona","estado_cotizacion","fecha_creacion_cotizacion"
"988","Andres ",26658,30352,"a9e912ed22c78163c513073605b892cac65c24cc1e01453f6ca1e60bb5d0087c",TRUE,FALSE,"388","DESESTIMADA","2020-02-12T12:58:13.099-0500"
"989","ROBERTO",26657,30351,"c22fa0a5babc0c14013ab0635d25fbb9568173cd71a92c1d52fe18c7837553c1",TRUE,FALSE,"578","FILTRADA","2020-02-12T12:55:22.226-0500"
"990","DANIEL",26656,30350,"11488931c9f8ab3eb71d07f1ce416166f4a0c69bae4d8ad5aae5dfdc6c4784d1",TRUE,FALSE,"560","FILTRADA","2020-02-12T12:51:49.258-0500"
"991","JORGE",26655,30349,"a2cce188ea5dd4f3fbd04327d4c13eb9f209e7cd883d2291811635f1a94e34b1",TRUE,FALSE,"569","RECHAZADA","2020-02-12T12:48:35.908-0500"
"992","EVELYN",26654,30348,"9fcfbd86fd9026de2c207d393e27e0bca92b1d33de38b5f535e7d3dd6344c32f",TRUE,FALSE,"578","FILTRADA","2020-02-12T12:45:19.258-0500"
"993","MARIA",26653,30347,"15abce7fd8a6c843feadabc48902c41df608d28efc39aa5a1413b8f4ae8f38e4",TRUE,FALSE,"578","FILTRADA","2020-02-12T12:44:25.015-0500"
"994","JORGE",26652,30346,"f0c528c9160eddc764000f92511983cec1ddd330c97d5c867e273fba8564a66a",TRUE,FALSE,"569","FILTRADA","2020-02-12T12:44:01.783-0500"
"995","Erick",26651,30345,"08ba9bde45d1e269a98d91736cfef4763b983480863906099eff5909581531d1",TRUE,FALSE,"388","FILTRADA","2020-02-12T12:43:11.791-0500"
"996","VICTOR",26650,30344,"3702393d887fc23e969c766443067ba063aa8ee959bd49ff80f1d729043d8711",TRUE,FALSE,"389","FILTRADA","2020-02-12T12:41:58.502-0500"
"997","JAVIER",26649,30343,"19fed55f33e2e1f6bd5efed1cb4a0156dad75889f75eb96534f90b180a017021",TRUE,FALSE,"399","DESESTIMADA","2020-02-12T12:28:47.835-0500"
"998","VICTOR",26648,30342,"e10bf0057e31b180ea60f69e74b549f75a136e38d03273a0e8e35ab1cafc41d7",TRUE,FALSE,"578","FILTRADA","2020-02-12T12:13:03.019-0500"
"999","LISBETH",26647,30341,"0e38e65757795b0f890ea44575ca2ddfb517e0ee24d7dc3bfc8849d759f9af2b",TRUE,FALSE,"578","DESESTIMADA","2020-02-12T12:09:19.527-0500"
"1000","EDWIN",26646,30340,"81e12d915046c955640365d9408e1de1fee708fffe84cc6f3c63445950dd4da3",TRUE,FALSE,"578","DESESTIMADA","2020-02-12T12:02:21.684-0500"
"1001",NA,26645,30339,"8229a023bc857ae295dd40e1f8a89713764608d7b8640e8d9d89812f31b0c7e5",TRUE,FALSE,"389","INICIADA","2020-02-12T12:01:23.467-0500"
"1002","KAREN",26644,30338,"94e40447b601533cb9b8aa760658e20d86c1ddebc3b8bcad5f6639c12b06e6e4",TRUE,FALSE,"389","FILTRADA","2020-02-12T11:59:39.935-0500"
"1003","KAREN",26643,30337,"7055baa06d89c2273b23fd01670b5d375deb923e3fd3e032baaa214ddea3547d",TRUE,FALSE,"389","FILTRADA","2020-02-12T11:56:08.664-0500"
"1004","JEAN",26642,30336,"6387488d9296a564b392e8a4d66e10132ab55f525cc9000b927aa1f31cbfebac",TRUE,FALSE,"560","FILTRADA","2020-02-12T11:53:44.922-0500"
"1005","JOSUE",26641,30335,"9ca0865597663c2dc650981e858a6a6acb01af0a7c38d4b5e9413b67d3e4bcf0",TRUE,FALSE,"569","FILTRADA","2020-02-12T11:47:40.546-0500"
"1006",NA,26640,30334,"5e034e6fa231513b00b98faadd3d0fe1f97d528f1d205bf90193b5cb8dc95784",TRUE,FALSE,"578","INICIADA","2020-02-12T11:46:35.045-0500"
"1007","JUAN",26639,30333,"0d41bb876280316d54180a62f7184817bff3783a7d7cf4d9572cbc6d34c1ff78",TRUE,FALSE,"389","FILTRADA","2020-02-12T11:46:31.486-0500"
"1008","FIDEL",26638,30332,"9e66426fe9119f5c07428531813a1bb3441bef0d25ef9a8cc5bb25156d36d1d3",TRUE,FALSE,"390","FILTRADA","2020-02-12T11:44:53.237-0500"
"1009","MARCELINA",26637,30331,"9cf2b5aea130ee2427a2507656669d83ca0e2261956e21f4e11c748a5da10388",TRUE,FALSE,"497","FILTRADA","2020-02-12T11:44:15.030-0500"
"1010",NA,26636,30330,"d6320aed23b4184af6b39d4e10646fba234f7eabbe4a6f0629c89f99ac92f67f",TRUE,FALSE,"399","INICIADA","2020-02-12T11:43:21.390-0500"
"1011","GINA",26635,30329,"df774624e6edbd59bdcec65a5979299fbe233f2461b3361fc220c3e8282d5d23",TRUE,FALSE,"569","FILTRADA","2020-02-12T11:42:28.797-0500"
"1012","THAIS",26634,30328,"6b58597034004d77cea33e32a070382787f55736cb94dbcb655a08a18fab09e0",TRUE,FALSE,"387","FILTRADA","2020-02-12T11:36:29.854-0500"
"1013","VICTOR",26633,30327,"fef4a2b70cb749b6618c0cbed835b5acdcfb1eda9f0580ba840d2abe1563b638",TRUE,FALSE,"569","FILTRADA","2020-02-12T11:36:14.977-0500"
"1014","KELVY",26632,30326,"6834265160f5c02df995e28b7624d3f3c063f579875ba35ddc4fb624dc7eada2",TRUE,FALSE,"388","FILTRADA","2020-02-12T11:34:27.026-0500"
"1015","EILER",26631,30325,"0ee1f3af6684ace8e3dbe9e47701d2a4ab52203493c9e22049f151d8d9379034",TRUE,FALSE,"399","FILTRADA","2020-02-12T11:32:21.514-0500"
"1016",NA,26630,30324,"b6bd69f70236b4aa0a6f065c94a6be53b19c103027e2a3644bca0e00b7238243",TRUE,FALSE,"399","INICIADA","2020-02-12T11:22:43.126-0500"
"1017","JORGE",26629,30323,"90834bde61f693d767a6287947fe4ce76056739014dfe3a47f0a1990a0baba5c",TRUE,FALSE,"517","FILTRADA","2020-02-12T11:21:27.053-0500"
"1018","JHEAN",26628,30322,"8bf24f67c556177d3225e2d80c63e633b9e8ae66974dac9236f29972cee6780b",TRUE,FALSE,"332","FILTRADA","2020-02-12T11:20:44.027-0500"
"1019","WILMER",26627,30321,"62d31f2a4fe48926941ce7b61c0e0276d0a7f9132a7c227950540c8932be6b6e",TRUE,FALSE,"497","FILTRADA","2020-02-12T11:17:38.299-0500"
"1020","OLGA",26626,30320,"e3339de18513cf8776bde276d451c283aedac563dad494d2f8a12ef308afe372",TRUE,FALSE,"517","FILTRADA","2020-02-12T11:17:15.215-0500"
"1021","OLGA",26625,30319,"917b29908217ea7a34ccd0ac132a4902df90fe5011c85810446cb22850bd791f",TRUE,FALSE,"517","INICIADA","2020-02-12T11:17:07.811-0500"
"1022","Erick",26624,30318,"e11f7a6c173b2ba20580cc54ec155d2ab114a5d31ce46414a24633495243fdb0",TRUE,FALSE,"399","FILTRADA","2020-02-12T11:14:23.967-0500"
"1023","FAUSTINO",26623,30317,"f218df435dc2052319a58cb3f254862107b233bcd62ba3d113ea56ab163acad0",TRUE,FALSE,"399","FILTRADA","2020-02-12T10:57:18.081-0500"
"1024","MARIA",26622,30316,"158f09c1adb8756371721c8527e6817e9a79da431d58cfea85819f4f634b469f",TRUE,FALSE,"560","FILTRADA","2020-02-12T10:57:08.843-0500"
"1025","JAVIER",26621,30315,"298698a604b3547a2e56517465975259d6ca91d5bd7c449f792f2e3d3f37cb22",TRUE,FALSE,"560","FILTRADA","2020-02-12T10:55:21.582-0500"
"1026","MIGUEL",26620,30314,"0b90c2ec678fc32adb23b151f2326394b6d3bf30b31f6d7b144204f57e1a971e",TRUE,FALSE,"388","DESESTIMADA","2020-02-12T10:54:40.992-0500"
"1027","CARMEN",26619,30313,"edf465cf27c1d0a9273d89537d0d0da943e269dd526a9c790ef7659397dd04b6",TRUE,FALSE,"560","FILTRADA","2020-02-12T10:53:15.568-0500"
"1028","NOL",26618,30312,"044218da8f019f10f768979189b19e1cf734ceedfb0cf1eb95ab038ac4de3cad",TRUE,FALSE,"391","INICIADA","2020-02-12T10:51:12.001-0500"
"1029","HAROLD",26617,30311,"e0dfaf7483917686ca78dc04fe63ac239c2818be90a8bd40b178f7efe7b4c4c4",TRUE,FALSE,"399","FILTRADA","2020-02-12T10:48:24.854-0500"
"1030","JUANA",26616,30310,"80ac40886b30d3d72c13277dca49d0881d87c51203ff815f61c33f720d9cbc51",TRUE,FALSE,"399","DESESTIMADA","2020-02-12T10:45:50.640-0500"
"1031","JOHN",26615,30309,"d3d6aaeded9645bbdae4a5b4734967b923542cf4219877f15d675f9b25219eeb",TRUE,FALSE,"560","DESESTIMADA","2020-02-12T10:40:50.608-0500"
"1032","LUIS",26614,30308,"c3b15d27d388d335e8b8f64b471610830e9b901ba0aabe00ebac14503741060e",TRUE,FALSE,"399","FILTRADA","2020-02-12T10:28:18.803-0500"
"1033","MIGUEL",26613,30307,"95c9f0c2e5468a6112f66d1d5faab6f11785c9eba0dab2a08aa5512dcec8a7cb",TRUE,FALSE,"578","FILTRADA","2020-02-12T10:28:09.150-0500"
"1034","WALTHER",26612,30306,"27e98539cc9ddfcc6ce3812b2c2d9b878a74b793e86ff41ddfcefcf45423c39b",TRUE,FALSE,"707","DESESTIMADA","2020-02-12T10:27:54.618-0500"
"1035","KEVIN",26611,30305,"6ef61b1f4f3ab83d97c094609b1684acaae5f27f43171271e28d8bb328c5aa0a",TRUE,FALSE,"560","RECHAZADA","2020-02-12T10:27:31.475-0500"
"1036","LUIS",26610,30304,"da19b0b4a4176a9f8e0352a085c0b8f0a43e8fcc4246c7ab186677b3200de630",TRUE,FALSE,"399","INICIADA","2020-02-12T10:27:31.028-0500"
"1037","SIOMI",26609,30303,"349bb9a5b1cc10fc5ba3fb89f3390477b2386fb242dc370fc466489d35e046f3",TRUE,FALSE,"707","INICIADA","2020-02-12T10:26:42.731-0500"
"1038","AUGUSTO",26608,30302,"55bffa7aae7af05a321f082a288694d8be1766f43c27b169a117f57a3997dad8",TRUE,FALSE,"386","FILTRADA","2020-02-12T10:25:54.472-0500"
"1039","MARIA",26607,30301,"edabae4993159a2ea19f1a81c29dbaa12fb61ec7993b0a1ebcfc678c7295c74a",TRUE,FALSE,"560","DESESTIMADA","2020-02-12T10:22:46.835-0500"
"1040","RUSSEL",26606,30300,"cc46aa1247cae0f35376b882a0e4706138927f5b156cefc629dd284f8051e2b6",TRUE,FALSE,"569","FILTRADA","2020-02-12T10:06:22.084-0500"
"1041","ANDY",26605,30299,"6d42fbd3e4c942f4b8e85b977d5d03a8b0b410b7b8152cfdff1fc32f326c4c57",TRUE,FALSE,"569","FILTRADA","2020-02-12T09:52:27.915-0500"
"1042","IRENE",26604,30298,"807f638d891644afd88495d07f07298978beaad127db500bf221d1641e9d2fde",TRUE,FALSE,"569","FILTRADA","2020-02-12T09:48:28.689-0500"
"1043","ABRAM",26603,30297,"2679070e3c713c339dbbd32b753fe8eb7178ab4f895a6387950e9937f4c6a0a2",TRUE,FALSE,"569","FILTRADA","2020-02-12T09:44:37.421-0500"
"1044","ARNOLD",26602,30296,"2023d3eced0a902e9b698f8a63f6bee76f9540fa4f99df568c995c38aa245b5b",TRUE,FALSE,"388","DESESTIMADA","2020-02-12T09:41:45.368-0500"
"1045","ESTHER",26601,30295,"df3fca043d5e5565b9d1316dcd320ab76bfb8307ba0fc2b65b9cf7eb8239ec1e",TRUE,FALSE,"389","FILTRADA","2020-02-12T09:37:29.824-0500"
"1046","AMERICO",26600,30294,"9e9bd4ea1b95d03d24cadc088b51fe9bcea8135889e9d392c41ec42a9ea84822",TRUE,FALSE,"517","FILTRADA","2020-02-12T09:22:47.897-0500"
"1047","YAAN",26599,30293,"5a8fe9916d8a4f6519c2b2b782f530253f95ba22703ed13943d9addc9a65dcf7",TRUE,FALSE,"517","FILTRADA","2020-02-12T09:11:13.786-0500"
"1048","MARIA",26598,30292,"f381acc839ce72b2e3fa69930d6dbc3f6cddc914c3c97d30a9278a957ace9e39",TRUE,FALSE,"398","FILTRADA","2020-02-12T08:25:15.217-0500"
"1049","JUAN",26597,30291,"e2df7bcf539f587b047fdd580662551273c29b99ac0e91ca687592d65ed7c966",TRUE,FALSE,"536","FILTRADA","2020-02-11T18:59:00.273-0500"
"1050","SEGUNDO",26596,30290,"9f44d5f4bdfbffd1da4b8c1e8b85c0135c65255badc3b16667ff67c5cfb11d81",TRUE,FALSE,"578","FILTRADA","2020-02-11T18:56:09.587-0500"
"1051","JHONATAN",26595,30289,"c052cd58f445f5c80a45696ef6a3375d481f32c45a27387e9e1ba59d9686dd0f",TRUE,FALSE,"569","FILTRADA","2020-02-11T18:45:09.923-0500"
"1052","RAQUEL",26594,30288,"5d57fce57baef3479af644ab387a320f33a54c9e01d1bb5fa16b3960de35af65",TRUE,FALSE,"578","FILTRADA","2020-02-11T18:37:21.487-0500"
"1053","FRANK",26593,30287,"9efeb3746748c4fc9d9092dd1688163b7ac6755f8d5d42cc0b3b4a3ffc3d05b4",TRUE,FALSE,"388","FILTRADA","2020-02-11T18:34:01.558-0500"
"1054","CARLOS",26592,30286,"6b2b8a0af69f25ef711a3da5ba0d7981b3225b6520d6d45503fa125d0a6f3e7e",TRUE,FALSE,"560","FILTRADA","2020-02-11T18:25:24.763-0500"
"1055","LUIS",26591,30285,"b3118ea9362ba29a5faa0310acff9a67567c83d61a22e4a0565d1147232d3e99",TRUE,FALSE,"399","FILTRADA","2020-02-11T18:16:16.999-0500"
"1056","FELIX",26590,30284,"ddf5886ff6f44e01fb344098f197dd980191ee89aff47153cb00dea058e0d2a4",TRUE,FALSE,"578","FILTRADA","2020-02-11T18:13:46.926-0500"
"1057","ARNOLD",26589,30283,"08772d85ca5c57425ecc208ba21cee314a3d09a5a4b707a94ea869c157ef69ff",TRUE,FALSE,"388","FILTRADA","2020-02-11T18:07:42.089-0500"
"1058","ESTHER",26588,30282,"41c1b165262e5054ea2fb55172763e3193d128b82313bd24b8110dd0d673c346",TRUE,FALSE,"707","FILTRADA","2020-02-11T18:05:10.130-0500"
"1059","WALTER",26587,30281,"b7ab64fc036c78b5c7515d0d0b8a0f50a1a44624861d984002196377717b9f4e",TRUE,FALSE,"388","DESESTIMADA","2020-02-11T18:04:36.135-0500"
"1060","LUIS",26586,30280,"c076d0d95ed6c3324e6d5f565a2426382718cab826fba7911881de1bb1e872fa",TRUE,FALSE,"388","DESESTIMADA","2020-02-11T18:02:41.846-0500"
"1061","FELIX",26585,30279,"f0221ba84b2797309e969b9ab6db2cabfc0c372eb7443c4b0e737235d0940fb5",TRUE,FALSE,"578","FILTRADA","2020-02-11T18:01:30.903-0500"
"1062","GIUSSEPPE",26584,30278,"d148cb62f5eafad873222be7c6ce59c9230a21c2e767273705ba6727894b5e79",TRUE,FALSE,"399","FILTRADA","2020-02-11T18:01:19.981-0500"
"1063","JESUS",26583,30277,"bd1f9c1f05d60033b6c1d1fa3d8639f6e0d6c82963dbaf192503dcc42fab3c97",TRUE,FALSE,"389","FILTRADA","2020-02-11T18:00:26.487-0500"
"1064","HENRY",26582,30276,"e8dd32b5b8239d2cd7084eb541022bdae27eb7706eafb2f1b460df4cd1a0aa64",TRUE,FALSE,"707","FILTRADA","2020-02-11T18:00:01.039-0500"
"1065","SHIRLEY",26581,30275,"b71d9d68b1385dd63e63464bba8ef55acb1ecc5e6938c06db41676a1052e100a",TRUE,FALSE,"399","FILTRADA","2020-02-11T17:58:06.934-0500"
"1066","FIORELA",26580,30274,"41ca388a74e26668ecc5ce914b38599f1714f7afa5f1a992ee7c645bd0083c28",TRUE,FALSE,"363","RECHAZADA","2020-02-11T17:57:22.939-0500"
"1067","KAREN",26579,30273,"f398440cf1c78d90c779091fb1a6bbc34f91133a7de5dd33e55ba26d1c85acfa",TRUE,FALSE,"389","FILTRADA","2020-02-11T17:50:54.997-0500"
"1068","GRACIELA",26578,30272,"eeca76ef9b31358a0a49b613b772e3c52df34b9c5c02d6f5f6f4570112ae3742",TRUE,FALSE,"578","FILTRADA","2020-02-11T17:49:39.978-0500"
"1069","CYNTHIA",26577,30271,"1f23f0dcd7b53853a37762bbc90fb19009a841f0948f6f1c35bbf5acdd3acfdb",TRUE,FALSE,"388","DESESTIMADA","2020-02-11T17:44:36.299-0500"
"1070","MILAGROS",26576,30270,"74bb16fcce2e1f01f6b662a241b7081798343aa052a1d78bc7fa19c9edce57fb",TRUE,FALSE,"418","FILTRADA","2020-02-11T17:44:22.265-0500"
"1071","CESAR",26575,30269,"3ed71fae2d16b81904a02765e58ba0c8f4149fbfeb84583abbf8720f3c69f803",TRUE,FALSE,"578","FILTRADA","2020-02-11T17:43:28.433-0500"
"1072","JOSE",26574,30268,"e32a045a58fdd9c2364010259411f0d4755af1ce8cd6b5b6d25c1c3ab3675f47",TRUE,FALSE,"389","FILTRADA","2020-02-11T17:40:25.545-0500"
"1073","WILMER",26573,30267,"d77e09abdc8cd047eb9e6279032981370c057c90a2c4998630f38f82300508fd",TRUE,FALSE,"497","ENVIADA","2020-02-11T17:39:09.305-0500"
"1074","PAUL",26572,30266,"45f54260213c7906bc4735f4d19d03306b68a55e17992929c47512a3b62bd7bf",TRUE,FALSE,"578","FILTRADA","2020-02-11T17:37:24.455-0500"
"1075","MARIANELA",26571,30265,"1c44a44d4b0a43c624c80df45679157aca8174356238ce77be52d91b00ac2b96",TRUE,FALSE,"389","FILTRADA","2020-02-11T17:36:31.966-0500"
"1076",NA,26570,30264,"c29d5ddc56161105d517d380a9082b46a031f555df4d42982fed190542ccd45c",TRUE,FALSE,"399","INICIADA","2020-02-11T17:34:32.359-0500"
"1077","RENZO",26569,30263,"67b85404c123c8b6eb847300eb8ef082c9416db4e09553b0375c1fa07998ef30",TRUE,FALSE,"332","DESESTIMADA","2020-02-11T17:33:27.039-0500"
"1078","FIORELA",26568,30262,"84d87dba9c86e9bf601be2ec8f76e6db8f379f21d38588ec0af333afcebc6f42",TRUE,FALSE,"388","RECHAZADA","2020-02-11T17:31:31.646-0500"
"1079","JORGE",26567,30261,"6206c5c7d3048e3f757ace51b70ce0c15d645066d4f2e6fef3242f61a904b4de",TRUE,FALSE,"578","FILTRADA","2020-02-11T17:28:51.561-0500"
"1080","GIANFRANCO",26566,30260,"a5432d0575d0905e5ea52977fc1ad88953671d7cbbf64fece65f96c2f918b188",TRUE,FALSE,"386","FILTRADA","2020-02-11T17:28:45.022-0500"
"1081","SEGUNDO",26565,30259,"2aa73fc71e23b595d83ed18c0ccfa0f900e9243c37809fb1194d1bf756f442f2",TRUE,FALSE,"578","FILTRADA","2020-02-11T17:27:54.673-0500"
"1082","SARA",26564,30258,"f6f319052867ab0e13c43a0f9974636450fd25e382369e285650e6e198663120",TRUE,FALSE,"578","FILTRADA","2020-02-11T17:17:53.825-0500"
"1083","NERY",26563,30257,"9203398156b2e373864a6f03ddfa9c1e5c558b6d52a4ed027855f5b6a3bcf426",TRUE,FALSE,"578","FILTRADA","2020-02-11T17:14:35.313-0500"
"1084","DANIELA",26562,30256,"adf0f8c6f2d300cdd2d3d949027c5bbd45fe92c953031a9c69c7c73cf967d55c",TRUE,FALSE,"399","FILTRADA","2020-02-11T17:13:31.323-0500"
"1085","ROCIO",26561,30255,"211e39e210b70cda876e4db5409ed4ba17a3421aa5521e5fd064e871b24e37f2",TRUE,FALSE,"578","RECHAZADA","2020-02-11T17:08:24.728-0500"
"1086","ROCIO",26560,30254,"4b097f0aeb452a566fc91627492a8d6028e709c1406240479ff91e70bb9b864a",TRUE,FALSE,"578","RECHAZADA","2020-02-11T17:07:31.629-0500"
"1087","MARIA",26559,30253,"eab4eb6f6a2911d3d4b5a41b661ee43fb2ce6800008e30c54a786442425eebf0",TRUE,FALSE,"560","FILTRADA","2020-02-11T17:05:34.098-0500"
"1088","RUBEN",26558,30252,"c64b7efe3d3cf614cad9593b70b33f53096915c2161541ba79dd00e83307974e",TRUE,FALSE,"389","FILTRADA","2020-02-11T17:04:25.396-0500"
"1089","LILIA",26557,30251,"f157819815ae4de47550ce3a7095d9f9ef9da5b31409caba419dda08524bb216",TRUE,FALSE,"569","FILTRADA","2020-02-11T17:03:20.233-0500"
"1090","DIANA",26556,30250,"f393c13a4632b5dea40c75e460fafc8d2ad4c2db1209c635caed98f07259fd59",TRUE,FALSE,"578","FILTRADA","2020-02-11T17:02:31.523-0500"
"1091","NELSON",26555,30249,"23ae7453dc44147705863ccf8447d1a11c5e651a6d12d16aa3cb69d2e4d26153",TRUE,FALSE,"536","FILTRADA","2020-02-11T17:00:27.189-0500"
"1092","SARA",26554,30248,"91681afe555acc37ef244a7c1a92cad503c0ab90e7dc104f3ae571ed4135d664",TRUE,FALSE,"578","FILTRADA","2020-02-11T16:59:57.845-0500"
"1093","DIEGO",26553,30247,"e97bb433aadb17fa7e1be680e3954f15a165504f21f48e587c8ff28537d000f4",TRUE,FALSE,"388","FILTRADA","2020-02-11T16:55:57.490-0500"
"1094","EVELYN",26552,30246,"92c95430ddc786d52b92ddeb18de1d8b8bc1a80de34836133a07e2f00646081d",TRUE,FALSE,"398","RECHAZADA","2020-02-11T16:53:47.199-0500"
"1095","ANGELA",26551,30245,"3afd0ce3cd407067a079b08dac37ee0e3c611343459956905cf051582a197ddf",TRUE,FALSE,"330","FILTRADA","2020-02-11T16:51:43.424-0500"
"1096","LUIS",26550,30244,"0dd3b455c9725206f6b75232593a2faa6a12b21950be161a66707ae8d99899fc",TRUE,FALSE,"386","FILTRADA","2020-02-11T16:50:49.907-0500"
"1097","FIDEL",26549,30243,"1d03fc2f26aa4519e70373e5ce763987d9ba0555a1b00fca4372f07c08634d20",TRUE,FALSE,"390","FILTRADA","2020-02-11T16:49:13.659-0500"
"1098","ABEL",26548,30242,"d4e4fc228c82cbde0ceb5b39a300b4ac305ae906b1a821ebc80f7bf1e669d29e",TRUE,FALSE,"595","FILTRADA","2020-02-11T16:45:49.872-0500"
"1099","JHONEL",26547,30241,"504a0f20cfa31b0670cdf26655cae421e08de21a781d5bf136dc7de4f95a590b",TRUE,FALSE,"389","FILTRADA","2020-02-11T16:45:26.042-0500"
"1100","DIEGO",26546,30240,"692aae364371d7d587d205628a87f1279419a0eb3811490b4e8464be0ef8bfc0",TRUE,FALSE,"388","FILTRADA","2020-02-11T16:44:38.726-0500"
"1101","DEMETRIO",26545,30239,"608a929cc2a64c72f80c1772e04e155395e001a6099c76f760f3d819ff5a5144",TRUE,FALSE,"569","FILTRADA","2020-02-11T16:44:33.160-0500"
"1102","TULIO",26544,30238,"f7b0db813053a6e29f4e83dd0d8b1c8ea06c224caf244c46cf8ca28fe4a13008",TRUE,FALSE,"453","FILTRADA","2020-02-11T16:44:32.813-0500"
"1103","LUIS",26543,30237,"4974496f57f3a66c672f344cece83df7b0d22d62e4e0b139dba0dfb60ae65709",TRUE,FALSE,"443","DESESTIMADA","2020-02-11T16:41:54.301-0500"
"1104","LILY",26542,30236,"b21533eec2fde300893a93177f65744ed1be853ab2f6b9e9128af118d7615ed7",TRUE,FALSE,"388","FILTRADA","2020-02-11T16:39:08.503-0500"
"1105","SANTOS",26541,30235,"243f0b9d5e506a7b25b3f7219ad04c477e9007e279f02ab9ef452e46e9ebe3ad",TRUE,FALSE,"578","FILTRADA","2020-02-11T16:37:45.870-0500"
"1106","DITER",26540,30234,"ad48224d3a11c053e01b141125b8814716b8c59cdbb80d941010252bca94d7a1",TRUE,FALSE,"578","FILTRADA","2020-02-11T16:35:30.431-0500"
"1107","JOSE",26539,30233,"76f7040508b60600637ee697f5cca495df113da1df70d22c11bebed903b74e49",TRUE,FALSE,"387","FILTRADA","2020-02-11T16:35:09.823-0500"
"1108","ROLANDO",26538,30232,"4cd8a5148d93e3fb148292daa006bd941a58b73d446fb9a9da3cbc82bdd7f708",TRUE,FALSE,"578","DESESTIMADA","2020-02-11T16:33:22.950-0500"
"1109","MISHELL",26537,30231,"067dc3edbc84fd0461222102590a0d22a2dda292134675a5765ce1327db45250",TRUE,FALSE,"389","FILTRADA","2020-02-11T16:29:39.466-0500"
"1110","VICTOR",26536,30230,"fd43f43df98d7a04eb15fd684a074f724c5f41e18b06053a8a77610603fced10",TRUE,FALSE,"388","FILTRADA","2020-02-11T16:29:32.325-0500"
"1111","ROLFI",26535,30229,"0209179a74434a12f0aa36246cf52edbd69bfab82c4d2a0dcacc5a5c2c46a915",TRUE,FALSE,"391","FILTRADA","2020-02-11T16:27:05.968-0500"
"1112","CARLOS",26534,30228,"fa322d825e82e4acb3b7c6fdb675e9f78c14340f286873f337c5fa24cd348e97",TRUE,FALSE,"517","FILTRADA","2020-02-11T16:23:15.973-0500"
"1113","JUAN",26533,30227,"66c42cddda6dcd999abfbd4168d662e4471f6fbe137cd9bc027284489709ea29",TRUE,FALSE,"584","FILTRADA","2020-02-11T16:19:34.945-0500"
"1114","JOSE",26532,30226,"046170cfa402606c63fc3d49322e89335efda8872ec205429a201d9a2a3a83e4",TRUE,FALSE,"398","DESESTIMADA","2020-02-11T16:19:22.373-0500"
"1115","CARMEN",26531,30225,"2eaccb135ce08f8854f26448149ebc30578c964163bc1aa528939d063c2acda9",TRUE,FALSE,"578","DESESTIMADA","2020-02-11T16:19:04.116-0500"
"1116","PATRICIA",26530,30224,"71c5b3e192c7981984dd0cffebf3b22e549486216e623396f3fe9e24627f6de3",TRUE,FALSE,"398","RECHAZADA","2020-02-11T16:18:08.337-0500"
"1117","ELIAS",26529,30223,"186de0c3eb07ce232b87af0defb36ed879d09478326af65603d7bd5fba23cb7a",TRUE,FALSE,"569","FILTRADA","2020-02-11T16:13:09.061-0500"
"1118","HECTOR",26528,30222,"d96b2af492e9461f3c23537caeffd22b5446db6907d3ab38fa2aaff3b3e1b357",TRUE,FALSE,"398","DESESTIMADA","2020-02-11T16:09:40.438-0500"
"1119","ROLANDO",26527,30221,"9c8ef7731737398a70c5395d7537c94755f00d629e25b62c57b01aab9d0aaa3b",TRUE,FALSE,"578","DESESTIMADA","2020-02-11T16:02:07.363-0500"
"1120","MARIA",26526,30220,"41a35b3862febfe7caf3a2157a6978d7f614e1f346954cc6338c1445b16ee5ed",TRUE,FALSE,"398","DESESTIMADA","2020-02-11T15:57:51.099-0500"
"1121","CARLOS",26525,30219,"15cc012b40e19c756b6fa02eb166be2515302d255d1a039b75a101d820ef5936",TRUE,FALSE,"584","FILTRADA","2020-02-11T15:57:31.156-0500"
"1122","WILMER",26524,30218,"44bcdfe05a7ae58fc17721da3a6dac4250b5cf02123ed99f4064b460d5b35d5d",TRUE,FALSE,"497","FILTRADA","2020-02-11T15:54:50.017-0500"
"1123","MARIA",26523,30217,"e0233bfc4793677fb97064dd953af4f933b43115d60db76075091e479725b420",TRUE,FALSE,"578","DESESTIMADA","2020-02-11T15:47:02.088-0500"
"1124","LIDIA",26522,30216,"ea8165ea00009af356a3148150bf42766e4d553c7fe33e0d70d7e25f3c4dc5d0",TRUE,FALSE,"330","DESESTIMADA","2020-02-11T15:46:48.536-0500"
"1125","KAREM",26521,30215,"2d594b8228eb6973bce474f821dc21dbdb95f024375168fad88479f33f61d986",TRUE,FALSE,"398","DESESTIMADA","2020-02-11T15:43:00.433-0500"
"1126","FELIX",26520,30214,"2364e66f9a8a931d6cd7696476324be3f80bda00882c92dca53ca10adf0a84aa",TRUE,FALSE,"569","FILTRADA","2020-02-11T15:41:03.365-0500"
"1127","LAURITA",26519,30213,"8e4f53365618ab082a3fb98faa5d5037f19e7992aed20c1c2508b61ff7e873f9",TRUE,FALSE,"707","FILTRADA","2020-02-11T15:37:06.961-0500"
"1128","NATALY",26518,30212,"897c2f33d7424f2b598bf167bc09ac135917f68377a5e9679b5da96838d78c04",TRUE,FALSE,"388","FILTRADA","2020-02-11T15:35:47.776-0500"
